t,L,dL
30.0,0.008087332093814523,0.00039225558470716137
32.72727272727273,0.00825305124661004,0.00027025570381605124
35.45454545454545,0.0086070301996256,0.0005007710053777342
38.18181818181818,0.008920406061043013,0.00026670482215347956
40.90909090909091,0.00960406919226815,0.00027396766723364145
43.63636363636363,0.009694384427143111,0.00020609026328012226
46.36363636363636,0.010010750735697078,0.0003366652260205729
49.09090909090909,0.010404764897020247,0.0002796471610326757
51.81818181818181,0.010493018937360557,0.00015765149543457035
54.54545454545455,0.010832254013714033,0.00015411459994109987
57.272727272727266,0.01102129852864187,0.0005455791461060879
60.0,0.011282753533537925,0.0002856918019199671
62.72727272727273,0.011600002362739958,0.00048518757883387194
65.45454545454545,0.011784475577689342,0.0005445874281460067
68.18181818181819,0.012180615593948951,0.0003121790373195831
70.9090909090909,0.012202057714511327,0.00036879714802429006
73.63636363636363,0.012375734297437165,0.0005413033740518231
76.36363636363636,0.012838776930340223,0.00035193608899438354
79.0909090909091,0.012834160543782728,0.0003447845072336866
81.81818181818181,0.013266466451073308,0.0005818394193985697
84.54545454545453,0.013478173257441124,0.0003866108945967188
87.27272727272727,0.013702816940317006,0.00048224586151137105
90.0,0.013936517336014571,0.00023015195294718503
92.72727272727272,0.014054171047981364,0.00013891180415385383
95.45454545454545,0.014228070253166282,0.00033612197597632796
98.18181818181817,0.01429448342678355,4.874042114802069e-05
100.9090909090909,0.014501318738633404,0.0007797729700166781
103.63636363636363,0.014931918921007106,0.0005830451618161316
106.36363636363636,0.014948874590890534,0.00014385976097382126
109.09090909090908,0.015375163256186486,0.0003831774040094784
111.81818181818181,0.015544934470724614,0.00031923130442555866
114.54545454545453,0.015508274410874816,0.0004974328696932855
117.27272727272727,0.015972863457962738,0.0006906673158793225
120.0,0.01624279552823225,0.0005214543433424324
122.72727272727272,0.016401077250606123,8.939860999824872e-05
125.45454545454545,0.016393125347975126,0.0004508769044631828
128.1818181818182,0.01670264569092925,0.00013355066835351654
130.9090909090909,0.016944141813246928,0.0002850828087823504
133.63636363636363,0.016840157495286962,5.889755550735037e-05
136.36363636363637,0.017306328959856277,0.0008295227349005357
139.09090909090907,0.017368780096241605,0.0001518164948724344
141.8181818181818,0.01763895980144756,0.00018717845754072395
144.54545454545453,0.017764582862646473,0.00015878696056049666
147.27272727272725,0.017580656408612595,0.000560447548786404
150.0,0.01753171262951761,0.00010377371057610323
152.72727272727272,0.017918977965194167,0.0006471605678900897
155.45454545454544,0.017923207402457297,0.0005378109546626316
158.18181818181816,0.018046367600565837,0.0004313153733459461
160.9090909090909,0.018694401169084534,0.0004521383015404725
163.63636363636363,0.018520501460300876,0.000532908387107214
166.36363636363635,0.018573580508846974,6.856002133660475e-05
169.0909090909091,0.018976855593083295,0.00031091448483070545
171.8181818181818,0.018749027621160753,0.00043408078503894335
174.54545454545453,0.019084209539400137,7.356179126795954e-05
177.27272727272725,0.019465001052698855,0.00017761077611447697
180.0,0.01978103754049674,0.0006828278438042657
182.72727272727272,0.019820682257568147,0.0004154438042795441
185.45454545454544,0.019659919140241403,0.000806640681744252
188.18181818181816,0.019959389598245537,0.000460905720864291
190.9090909090909,0.020390153798491104,0.00016274207409275784
193.63636363636363,0.020744083092137728,0.00015494812180660765
196.36363636363635,0.020529479109876906,0.0004937448902348258
199.09090909090907,0.02074706976231679,0.00026060056213855125
201.8181818181818,0.020686157281876463,0.0006161655775847757
204.54545454545453,0.020774380534390045,0.0005869648788317089
207.27272727272725,0.02090449325062969,0.0007342156179076233
210.0,0.021538374352472946,0.00044950359143217144
212.72727272727272,0.021381182974506814,0.00044338723582446895
215.45454545454544,0.02153613114287936,0.0002072180561949587
218.18181818181816,0.021567060451386597,0.00023078209438599898
220.9090909090909,0.021738567871414337,0.0002388000466260708
223.63636363636363,0.0216875669369422,0.0007390032578503267
226.36363636363635,0.021814652241401392,0.0005745156089507074
229.09090909090907,0.022203673429893083,0.0004053701585562476
231.8181818181818,0.022184742360805386,0.0004473201776362827
234.54545454545453,0.022777803816845202,0.00041603140908103324
237.27272727272725,0.02272593538754714,0.000735735425620631
239.99999999999997,0.022487506371614945,0.0003831771028083139
242.72727272727272,0.02267263895758177,0.00013639535460373273
245.45454545454544,0.022892809207646452,0.0006881771930709752
248.18181818181816,0.02299334202608956,0.0004299431515243524
250.9090909090909,0.023247847627305775,0.00034237139186997007
253.63636363636363,0.023055739449658236,0.0002616189453803621
256.3636363636364,0.02330340809592401,0.0005739708871620797
259.09090909090907,0.023673344150987465,0.0002066649026814801
261.8181818181818,0.023894166457284434,0.00047063142995890886
264.5454545454545,0.023698225853519127,0.00038846754757355977
267.27272727272725,0.0237591418476973,0.0006178177425659398
270.0,0.024037455886997117,0.0002764147188571734
272.72727272727275,0.02384026523684412,0.0004064732959450923
275.45454545454544,0.024612184156821103,0.0004521807391642376
278.18181818181813,0.02444466613128122,0.0005058482009737251
280.9090909090909,0.02467852267578507,0.0004811526081296676
283.6363636363636,0.024245348045277493,0.00033545366288681726
286.3636363636363,0.02491221740589703,4.5704010984831725e-05
289.09090909090907,0.024948026494116517,0.0003065998092420511
291.8181818181818,0.02501503938211328,0.0007114121112759954
294.5454545454545,0.024557609217054056,0.00032181560209101656
297.27272727272725,0.02524254820193484,0.0004890552266374843
300.0,0.024783609276885433,0.0008514307215110338
