t,L,dL
30.0,0.00580905369033352,0.00022828396565584754
32.72727272727273,0.0062430457887222976,0.0005136586088182632
35.45454545454545,0.006394461314717694,0.00039258401282853773
38.18181818181818,0.006601409402454654,0.00032280437989091044
40.90909090909091,0.0068215863053567236,0.0005659546176007248
43.63636363636363,0.007077025990194642,0.00017221081863016697
46.36363636363636,0.007372013247471761,0.00030806453856309254
49.09090909090909,0.007415510338800634,0.0005405190247511927
51.81818181818181,0.007715075315691942,0.00044077318293748297
54.54545454545455,0.007841557846662232,0.00033268697342543575
57.272727272727266,0.008040537008202597,0.0007458927699705317
60.0,0.008402986532229957,0.00040824979890181505
62.72727272727273,0.0083409213616557,0.00025584951578370535
65.45454545454545,0.008712967662482154,0.00041115412750798984
68.18181818181819,0.008861887302473843,0.00038084669614671385
70.9090909090909,0.009014059859159785,0.0005202337962990306
73.63636363636363,0.00926110625590374,0.00016131321323243925
76.36363636363636,0.009314532400862949,0.0003558637198315632
79.0909090909091,0.009574857663986405,0.0005260906840804776
81.81818181818181,0.009711924532798578,0.00040251482400704844
84.54545454545453,0.01009136186305452,0.0006316242932343462
87.27272727272727,0.010118510260790884,0.0003084037518724465
90.0,0.010359675096433235,0.00029003307660610604
92.72727272727272,0.010238689975303653,0.0002897647725871628
95.45454545454545,0.010519533690272235,0.0003603922867877863
98.18181818181817,0.010678838873567686,0.0004990274328051112
100.9090909090909,0.010628494911939521,0.0007489731258453737
103.63636363636363,0.010801790762016457,0.00034826086754563123
106.36363636363636,0.011180656372910542,0.00012160176405728476
109.09090909090908,0.011214021021031455,0.0005029254417388712
111.81818181818181,0.011317228162958149,0.00046787961825240666
114.54545454545453,0.011526508453024116,0.0002448881577098153
117.27272727272727,0.011693775995874471,0.0002819689322990515
120.0,0.011750096215342377,0.0005586580617243803
122.72727272727272,0.011745011825284427,0.0005185538052512946
125.45454545454545,0.011874791337216545,0.0006084002937936317
128.1818181818182,0.011932798299560916,5.8450141302492444e-05
130.9090909090909,0.012238934155602598,0.00024423003952671785
133.63636363636363,0.012481517961707557,0.0003517534280364516
136.36363636363637,0.012531505372449266,0.0005604200993159541
139.09090909090907,0.012786366165720578,0.00040366715116964003
141.8181818181818,0.012881468992191506,0.0002684372673561946
144.54545454545453,0.013053364161422765,0.0002545089804301258
147.27272727272725,0.012985042935362545,0.0003610576321997679
150.0,0.013197984304497722,0.0003163739591024085
152.72727272727272,0.0136167200743096,5.537507676596567e-05
155.45454545454544,0.013445765844081106,0.0003290891903441934
158.18181818181816,0.013487561312744046,0.00043765700227761244
160.9090909090909,0.013645306953674309,0.0005334198036355121
163.63636363636363,0.013684662015929817,0.0005913384998044297
166.36363636363635,0.014007415144971046,0.0007148401717363811
169.0909090909091,0.013858149691827045,0.0004375685642393939
171.8181818181818,0.013861432013095204,0.000564734955838232
174.54545454545453,0.014106739557050085,0.0005354425896717922
177.27272727272725,0.01428633017003998,0.00047016219855652006
180.0,0.014531514287350318,0.00047687105849311565
182.72727272727272,0.014307844581576683,0.00031812614629609553
185.45454545454544,0.014700295944290937,0.0004147056865739684
188.18181818181816,0.014769000870119802,0.0005155245425487708
190.9090909090909,0.014813008879613399,0.0004262621207492603
193.63636363636363,0.014873229387485788,0.0006463996969069902
196.36363636363635,0.014839765254347041,0.0004368016605099874
199.09090909090907,0.015038104471871927,0.0003337865053906475
201.8181818181818,0.015154541585072371,0.00039718134319716706
204.54545454545453,0.015272246477359738,0.0005043758670849142
207.27272727272725,0.015248133503964466,0.0003631759932916178
210.0,0.015685449347395585,0.0002823195379029537
212.72727272727272,0.015720788184072607,0.0003561004859834403
215.45454545454544,0.015763962729422952,0.00042301715959878073
218.18181818181816,0.015551058211113487,0.00041205962726956457
220.9090909090909,0.016024325222311352,0.0001906450773699906
223.63636363636363,0.01573453936110742,0.0002712916244624227
226.36363636363635,0.0160174823085098,0.0003921077480806584
229.09090909090907,0.016439951832794116,0.0003338503038683461
231.8181818181818,0.016588995314865036,0.0001028369352685397
234.54545454545453,0.016396541232106,0.0005360941311529205
237.27272727272725,0.016312754474150145,7.191661761017274e-05
239.99999999999997,0.016359482953313683,0.00032757487282582764
242.72727272727272,0.016539372749395785,0.000591425488508318
245.45454545454544,0.016684390555387882,0.00041394810345025344
248.18181818181816,0.017070753484579204,0.0005567449670742699
250.9090909090909,0.016802752458658844,0.00035738788105350405
253.63636363636363,0.01730232104662281,0.00045965514534648935
256.3636363636364,0.017258389570692055,0.0009046121450390738
259.09090909090907,0.01714584658834765,0.0001271281827848041
261.8181818181818,0.01730576677428424,0.0004747329441544221
264.5454545454545,0.01731463626730566,0.0005403998575212527
267.27272727272725,0.01737949828057863,0.00028476408058584
270.0,0.017574263659875848,0.00018340588561600396
272.72727272727275,0.017680112147996824,0.0006687098183382899
275.45454545454544,0.017826915398338875,0.0006427940935516775
278.18181818181813,0.01804880972962362,0.0008711949397912964
280.9090909090909,0.017918840643308585,0.0005147570638120985
283.6363636363636,0.017970037958566915,0.0003746942907754844
286.3636363636363,0.01827205844023011,0.00038699019819258087
289.09090909090907,0.018278259613925825,0.00040734479863035046
291.8181818181818,0.01832580790570828,0.00024798664660916596
294.5454545454545,0.018127033871900396,0.00036812710582019407
297.27272727272725,0.018769978684066185,0.0008814882510882086
300.0,0.01860473929500389,0.0003949200946958685
